EmployeeID,EmployeeName,FirstName,LastName,PayRate,HoursWorked,Fico,Exemptions,HireDate,Gender,DateEntered,IsPasswordReset,Password
5026,Sandy Clay,Sandy ,Clay,12.7700,36.0800,36.3700,1,01-04-2009,F,12-03-2009,0,YmiOYj4U6f
5027,Marty Singleton,Marty ,Singleton,25.9100,62.0300,35.4900,1,04-27-2000,M,12-03-2009,1,6kB6d7U58u
5028,Debra Fisher,Debra ,Fisher,23.5800,35.6500,28.9500,1,11-05-2007,F,12-03-2009,0,g0iQv3omYs
5029,Wilford Snyder,Wilford ,Snyder,13.0700,32.5700,38.8600,3,04-27-2003,M,12-03-2009,1,YDjcJjzsh9
5030,Young Powell,Young ,Powell,28.3000,30.1100,14.8500,0,10-27-2007,F,12-03-2009,1,JMVCIpMMUU
5031,Wesley Ballard,Wesley ,Ballard,19.0600,42.3600,34.8300,0,05-16-2009,M,12-03-2009,0,e0NLUrAJus
5032,Phillip Chase,Phillip ,Chase,25.9300,52.6100,11.8300,1,06-11-2006,M,12-03-2009,0,XfjvDlxMvL
5033,Beulah Colon,Beulah ,Colon,17.2700,26.0600,16.0500,0,05-26-2002,F,12-03-2009,1,ajrVJijlPU
5034,Danial Beasley,Danial ,Beasley,23.8300,61.7800,44.9100,3,03-19-2009,M,12-03-2009,0,T8j9XiA5Bf
5035,Ferdinand Fleming,Ferdinand ,Fleming,29.4500,28.4000,42.4900,2,01-10-2000,M,12-03-2009,1,iw5nH6gVJE
5036,Merle Shepard,Merle ,Shepard,25.5300,25.1500,23.6700,2,08-02-2001,F,12-03-2009,0,SUDiRn7ABP
5037,Maureen Cantrell,Maureen ,Cantrell,16.0300,16.6300,45.2100,3,04-13-2006,F,12-03-2009,1,LutshjIsJ0
5038,Laurence Padilla,Laurence ,Padilla,14.6300,44.9400,21.8700,1,02-21-2003,M,12-03-2009,0,7YUhs0gwzU
5039,Maggie Mclaughlin,Maggie ,Mclaughlin,21.0600,36.5100,15.0900,1,11-30-2004,F,12-03-2009,1,ebgbGMY8yP
5040,Laurel Durham,Laurel ,Durham,19.5900,37.1500,19.8100,4,12-13-2000,F,12-03-2009,0,FgRkBHJnfK
5041,Ora May,Ora ,May,19.7200,51.0300,28.7100,2,02-13-2003,F,12-03-2009,0,WekwBRtKwc
5042,Kayla Hurley,Kayla ,Hurley,25.9800,42.2500,17.0600,2,06-27-2006,F,12-03-2009,0,mAAkoZpTBS
5043,Josef Torres,Josef ,Torres,18.7900,35.9300,6.7800,3,08-29-2005,M,12-03-2009,1,Hp15Q7xG51
5044,Luz Callahan,Luz ,Callahan,18.3300,65.2900,24.8100,1,08-24-2003,F,12-03-2009,1,MZcuR2GmDt
5045,Doris Mcclure,Doris ,Mcclure,10.8400,23.3300,21.6900,3,12-18-2007,F,12-03-2009,0,fTLQ9J9JuI
5046,Anna Cline,Anna ,Cline,11.4900,26.9000,22.4800,1,09-20-2000,F,12-03-2009,1,WnwVOY1Hnt
5047,Ramona Williams,Ramona ,Williams,29.4200,31.2800,40.6900,4,03-30-2000,F,12-03-2009,0,YaBaJzRuFe
5048,Diana Keith,Diana ,Keith,24.0600,31.9800,6.3700,3,04-22-2009,F,12-03-2009,0,r4BXNbE20n
5049,Eve Carey,Eve ,Carey,24.0700,58.9400,12.1100,2,12-26-2002,F,12-03-2009,0,RiA2uQjU7K
5050,Flora Reeves,Flora ,Reeves,14.3400,20.0900,9.2100,1,02-09-2008,F,12-03-2009,0,T4PLCUoooc
5051,Jermaine Gallagher,Jermaine ,Gallagher,26.0600,47.7400,45.4600,4,11-24-2008,M,12-03-2009,0,9qY2Bw9Hxa
5052,Shelton Owens,Shelton ,Owens,14.0300,56.4300,37.0100,0,05-29-2003,M,12-03-2009,1,gSGpSe95Nb
5053,Leslie Potter,Leslie ,Potter,19.8300,35.7600,37.5600,1,03-24-2006,F,12-03-2009,1,9lnk9TJHcg
5054,Earl Marks,Earl ,Marks,13.0900,58.4000,8.7400,2,12-20-2001,M,12-03-2009,0,e8KRlIPIoR
5055,Mariana Brady,Mariana ,Brady,15.4600,44.6100,45.2600,2,11-13-2003,F,12-03-2009,0,MFONmzTj5n
5056,Bill Norris,Bill ,Norris,10.6600,35.9500,27.4300,3,05-11-2002,M,12-03-2009,1,Y7UNFu6yoo
5057,Rachelle Valencia,Rachelle ,Valencia,12.7300,44.1900,14.5100,2,08-10-2003,F,12-03-2009,1,8Ud73vp1Wp
5058,Marsha Welch,Marsha ,Welch,12.7800,33.7300,43.2900,3,06-13-2003,F,12-03-2009,0,RHmFKMV4bM
5059,Merrill Kline,Merrill ,Kline,15.2900,33.4500,12.6100,2,08-22-2009,M,12-03-2009,1,RdnfrvI532
5060,Scott Mcconnell,Scott ,Mcconnell,14.2200,68.6700,27.8700,3,02-10-2008,M,12-03-2009,1,UY0A11JNmv
5061,Maurice Rowe,Maurice ,Rowe,13.5500,66.6000,31.8200,1,06-07-2004,M,12-03-2009,1,LbBcWxzC8X
5062,Inez Fisher,Inez ,Fisher,18.6600,35.8100,9.3400,2,09-10-2000,F,12-03-2009,0,26Wlnn7mXt
5063,Irving Shannon,Irving ,Shannon,16.3700,59.5400,25.8700,2,03-04-2007,M,12-03-2009,1,pWJYkQHIzK
5064,Roy Miller,Roy ,Miller,14.0700,25.1400,0.1400,3,12-08-2007,M,12-03-2009,0,Uo76fyCBa8
5065,Angelica Evans,Angelica ,Evans,12.3500,30.7200,14.5700,3,01-22-2008,F,12-03-2009,1,s3jwbz9TQ2
5066,Hillary Moreno,Hillary ,Moreno,12.8600,39.0000,41.4000,2,07-15-2004,F,12-03-2009,1,C5t7F9QKeF
5067,Garrett Walter,Garrett ,Walter,12.0300,50.0900,40.1400,3,08-13-2002,M,12-03-2009,0,clafuFwf53
5068,Nichole Armstrong,Nichole ,Armstrong,10.9400,37.6500,9.1000,1,02-28-2006,F,12-03-2009,1,CubCmn720r
5069,Rhonda Munoz,Rhonda ,Munoz,17.3400,21.6600,14.8900,4,10-25-2006,F,12-03-2009,1,pw1plc2sLt
5070,Candace Woodward,Candace ,Woodward,15.3400,25.3400,48.4000,3,05-11-2000,F,12-03-2009,1,zEIFCrFZFa
5071,Stuart Best,Stuart ,Best,17.6400,33.3900,37.5000,1,07-19-2005,M,12-03-2009,0,RslKAOl3h8
5072,Peggy Mcmahon,Peggy ,Mcmahon,25.2500,24.9000,25.2800,0,02-26-2006,F,12-03-2009,1,x6hSK3MHIY
5073,Federico Schmitt,Federico ,Schmitt,21.2300,63.2000,47.3400,0,09-13-2007,M,12-03-2009,0,3DdobyOEvY
5074,Aline Wade,Aline ,Wade,23.9700,60.1000,10.2600,1,10-12-2000,F,12-03-2009,0,glFdD6fwHI
5075,Dee York,Dee ,York,25.5500,38.6700,40.3800,2,02-17-2000,F,12-03-2009,1,WxPU2gNgfc
5076,Sheena Cannon,Sheena ,Cannon,17.6200,23.3700,32.0100,2,09-01-2009,F,12-03-2009,1,KVTV3XP6nz
5077,Marcy Curry,Marcy ,Curry,12.8200,13.4900,10.9000,1,03-13-2005,F,12-03-2009,0,aSqqhoyawC
5078,Mildred Avery,Mildred ,Avery,13.5900,16.5700,46.9500,0,07-31-2005,F,12-03-2009,0,yVHY3N9qyq
5079,Isabel Ewing,Isabel ,Ewing,15.1300,35.5200,13.3900,0,01-16-2007,F,12-03-2009,1,zkZutaWtng
5080,Marina Clements,Marina ,Clements,14.1200,51.1000,34.1800,1,08-03-2005,F,12-03-2009,1,amEv8dDnpo
5081,Kate Roy,Kate ,Roy,23.8600,45.9600,17.5700,2,09-13-2003,F,12-03-2009,1,JSpH87wQx5
5082,Connor Clements,Connor ,Clements,28.7100,43.9400,29.3200,4,02-25-2002,M,12-03-2009,1,tSoq977G4U
5083,Josh Mejia,Josh ,Mejia,18.8300,22.7000,48.6500,3,06-17-2009,M,12-03-2009,0,qJiV6GHwq8
5084,Keisha Hardin,Keisha ,Hardin,14.2500,25.5500,5.6600,2,09-21-2003,F,12-03-2009,1,AzX9uFz8jU
5085,Marlon Roberson,Marlon ,Roberson,19.5700,34.9700,41.4500,2,09-28-2003,M,12-03-2009,1,nzPYbzaON6
5086,Hallie Vaughan,Hallie ,Vaughan,10.0600,29.8400,15.4500,1,08-19-2009,F,12-03-2009,1,j9OihY9nzo
5087,Simon Ashley,Simon ,Ashley,15.7300,48.6900,42.4300,0,12-09-2008,M,12-03-2009,0,tPAo4iSVY9
5088,Lorie Mcpherson,Lorie ,Mcpherson,14.1100,31.4300,3.9700,2,04-29-2008,F,12-03-2009,1,9Fd8DAH5wx
5089,Kathy Key,Kathy ,Key,16.9300,38.4900,43.0200,3,10-30-2003,F,12-03-2009,0,5AX0Yuv6dD
5090,Marcelino Simmons,Marcelino ,Simmons,25.6600,56.9000,13.6800,1,02-17-2002,M,12-03-2009,1,l74aDPiBEz
5091,Jenna Flynn,Jenna ,Flynn,14.5900,20.3700,27.7600,0,02-26-2003,F,12-03-2009,1,Ff3LEyMJeQ
5092,Bridgette Steele,Bridgette ,Steele,15.8100,28.2300,48.8600,2,05-24-2009,F,12-03-2009,0,1cVSSsqkso
5094,Edith Murray,Edith ,Murray,11.4200,20.1900,8.2700,1,09-29-2001,F,12-03-2009,0,2MYhqpPCcj
5095,Katharine Porter,Katharine ,Porter,17.3300,30.6200,5.3000,3,05-12-2007,F,12-03-2009,1,VKeIhKc9yB
5096,Justin Everett,Justin ,Everett,18.5600,63.3500,39.5200,2,03-30-2003,M,12-03-2009,0,v0xLzj3veN
5097,Walter Walsh,Walter ,Walsh,26.5700,15.1300,4.6800,1,07-19-2006,M,12-03-2009,0,0Wu5T16sbz
5098,Tyson Reese,Tyson ,Reese,15.1300,28.3800,16.4600,1,03-11-2004,M,12-03-2009,0,AF6ekhthR0
5100,Clarence Yates,Clarence ,Yates,14.5900,32.0800,47.8800,3,12-16-2007,M,12-03-2009,0,FQHmchmVsU
5101,Edwina Peck,Edwina ,Peck,5.5530,21.5300,36.7300,0,04-09-2009,F,12-03-2009,0,UgVYQEgQfz
5102,Jana Padilla,Jana ,Padilla,11.8200,36.7200,17.3200,3,11-22-2008,F,12-03-2009,0,QuHVgGR0hN
5103,Steve Doyle,Steve ,Doyle,17.9500,26.5700,22.7800,1,06-18-2009,M,12-03-2009,1,pZxzG8utYG
5104,Lilly Gilmore,Lilly ,Gilmore,19.6100,52.1000,36.9100,2,02-13-2000,F,12-03-2009,1,dRHlkM3Waf
5105,Evan Dunn,Evan ,Dunn,10.6900,30.3900,25.3500,1,12-12-2003,M,12-03-2009,1,SUEnfCD8If
5106,Adele Escobar,Adele ,Escobar,14.4500,20.1500,34.2900,2,03-29-2003,F,12-03-2009,1,fQ65i7eKQ5
5107,Kirsten Dawson,Kirsten ,Dawson,14.9200,25.8600,33.8500,1,07-27-2002,F,12-03-2009,1,Gw1fImv81d
5108,Tisha Davidson,Tisha ,Davidson,29.8600,32.6200,7.8700,4,01-15-2005,F,12-03-2009,1,g9WQ9ktygm
5109,Buford Gross,Buford ,Gross,14.7000,17.9000,4.6500,2,06-15-2002,M,12-03-2009,1,jH4D8v2iwh
5110,Charmaine Mccarthy,Charmaine ,Mccarthy,16.4500,28.0100,34.6500,3,01-28-2008,F,12-03-2009,0,p9Ldq9Nib2
5111,Lucy Whitehead,Lucy ,Whitehead,16.4900,33.9100,22.6800,3,04-07-2001,F,12-03-2009,0,XUb1UvkOx2
5112,Deanne Wilkerson,Deanne ,Wilkerson,16.6800,12.5300,32.7800,0,12-20-2005,F,12-03-2009,1,IkK3nkvDmk
5113,Glen Burton,Glen ,Burton,26.0900,20.6900,45.8600,3,12-16-2005,M,12-03-2009,1,Ix0FjbgTIV
5114,Emilio Berger,Emilio ,Berger,10.9100,33.3700,41.9400,2,01-18-2004,M,12-03-2009,0,RTTM5DUizh
5115,Dora Levy,Dora ,Levy,27.1100,55.8800,37.9800,3,09-11-2007,F,12-03-2009,0,nxIQIR56r8
5116,Winnie Coffey,Winnie ,Coffey,10.4400,68.2700,3.6000,2,03-11-2001,F,12-03-2009,1,zqsT0ij4YF
5117,Mathew Sanders,Mathew ,Sanders,13.8000,39.7000,28.1300,4,08-25-2007,M,12-03-2009,1,nmTlrqHz28
5118,Ricardo Kramer,Ricardo ,Kramer,15.5300,17.9300,34.5700,2,08-30-2006,M,12-03-2009,0,ZhLVHMU5lt
5119,Joan Webb,Joan ,Webb,16.4900,58.4200,17.8000,4,03-08-2006,M,12-03-2009,0,3ZhJpyUA84
5120,Stacie Richardson,Stacie ,Richardson,27.0300,13.3600,7.9200,4,03-17-2007,F,12-03-2009,1,c4y6f73YUw
5121,Lelia Shaw,Lelia ,Shaw,16.0800,17.5600,33.9600,1,11-22-2009,F,12-03-2009,0,MlFtTZ35vO
5122,Sergio Powell,Sergio ,Powell,14.2100,48.6500,4.5000,2,08-06-2007,M,12-03-2009,1,fpSQH8grYS
5123,Eloy Hartman,Eloy ,Hartman,15.2900,49.5600,1.6100,4,05-31-2002,M,12-03-2009,1,EWwEzCQ5jP
5124,Patty Potts,Patty ,Potts,19.6900,28.9300,48.3600,0,09-05-2008,F,12-03-2009,1,t4RTKjBRVz
5125,Wade Guerra,Wade ,Guerra,16.2700,18.8400,23.9400,1,10-24-2004,M,12-03-2009,0,y0xg7UfpbV
5126,Lana Coleman,Lana ,Coleman,28.1200,16.7200,4.9300,3,09-13-2007,F,12-03-2009,1,FVrSngrbjU
5127,Georgette Mcclain,Georgette ,Mcclain,25.0800,30.0400,28.1700,2,07-12-2000,F,12-03-2009,1,6GQRlWtU5I
5128,Gustavo Clay,Gustavo ,Clay,10.2100,28.1800,40.2900,2,06-25-2005,M,12-03-2009,0,9vGefwk8HI
5129,Annette Alvarado,Annette ,Alvarado,19.3900,22.1200,36.0500,4,11-28-2003,F,12-03-2009,1,bupFGbVShj
5130,Chuck Chaney,Chuck ,Chaney,13.2100,39.0700,24.1500,3,04-06-2005,M,12-03-2009,1,dXswbZLWwp
5131,Shawn Benjamin,Shawn ,Benjamin,16.1300,38.8500,6.4700,3,08-13-2000,M,12-03-2009,1,TnwXqk4qqq
5132,Jenifer Prince,Jenifer ,Prince,19.4100,35.3000,8.7900,0,10-24-2000,F,12-03-2009,1,qARqiE4k0Z
5133,Allan Macias,Allan ,Macias,11.3200,39.5500,30.8900,1,07-02-2003,M,12-03-2009,0,WBPh6xCZps
5134,Martin Mcknight,Martin ,Mcknight,23.9900,39.2700,5.6800,1,04-26-2002,M,12-03-2009,1,rGfKCvHYB7
5135,Loren Vance,Loren ,Vance,21.4200,35.1100,10.8600,3,02-14-2002,M,12-03-2009,1,k4K7oLrssg
5136,Shelia Rich,Shelia ,Rich,14.4900,52.6500,43.4200,0,01-21-2003,F,12-03-2009,0,NbtbKWINvc
5137,Darrin Escobar,Darrin ,Escobar,15.7900,35.9900,42.4200,2,08-28-2001,M,12-03-2009,1,pclz3ZdpPP
5138,Gilberto Lynch,Gilberto ,Lynch,14.4200,47.8700,34.8700,2,09-12-2008,M,12-03-2009,1,otXWDLBkSX
5139,Tyrone Cline,Tyrone ,Cline,13.5300,29.4900,22.7200,1,09-04-2002,M,12-03-2009,1,zNDnoTxPiy
5140,Mary Kent,Mary ,Kent,27.6700,31.0600,17.2600,3,10-31-2002,F,12-03-2009,1,FVhanxbDPd
5141,Shelby Cox,Shelby ,Cox,17.5100,27.0900,21.4500,1,06-06-2001,M,12-03-2009,1,OUQgQLFPwy
5142,Booker Krueger,Booker ,Krueger,27.6300,11.5800,40.0000,0,08-31-2006,M,12-03-2009,0,NbidjYGZtA
5143,Oliver Berry,Oliver ,Berry,11.6300,52.0700,2.7600,2,08-13-2006,M,12-03-2009,0,Bfg71B9hzW
5144,Jasmine Harvey,Jasmine ,Harvey,23.5500,18.4800,28.5000,4,10-04-2007,F,12-03-2009,0,8pQgrjGLlB
5145,Desiree Beasley,Desiree ,Beasley,21.2800,28.4100,31.5500,2,08-17-2002,F,12-03-2009,0,4APAWqFAZx
5146,Marci Copeland,Marci ,Copeland,17.1100,44.3700,24.5400,1,04-19-2004,F,12-03-2009,1,Ldi7Gyyu0O
5147,Emilio Bowers,Emilio ,Bowers,18.5500,31.6500,34.9600,3,01-09-2008,M,12-03-2009,1,jPAgDbVF2L
5148,Nellie Clements,Nellie ,Clements,11.5700,32.1800,5.4300,3,02-20-2008,F,12-03-2009,1,nltJEGWYnY
5149,Angelita Pope,Angelita ,Pope,17.8000,61.0700,20.7400,4,11-09-2004,F,12-03-2009,1,yeoOvcXYvS
5150,Saul Rose,Saul ,Rose,19.8700,47.9300,27.7100,3,08-24-2006,M,12-03-2009,1,FhNHjRKai3
5151,Marquis Short,Marquis ,Short,12.4100,58.2900,39.4400,3,08-04-2006,M,12-03-2009,1,L4ZzYrsLKq
5152,Randal Delacruz,Randal ,Delacruz,13.7800,34.7400,47.0900,4,01-21-2004,M,12-03-2009,0,aELrF5dXX7
5153,Ernest Delgado,Ernest ,Delgado,12.0800,38.8400,30.0600,1,03-06-2009,M,12-03-2009,1,7Lm6sHksKX
5154,Corey Bryan,Corey ,Bryan,15.6500,30.1300,23.9300,1,02-12-2003,M,12-03-2009,1,xdvHKdEOcg
5155,Barry Buckley,Barry ,Buckley,18.6700,40.3800,6.0300,4,03-01-2004,M,12-03-2009,0,5bIERgkTzI
5156,Thaddeus Ellison,Thaddeus ,Ellison,11.0200,31.4800,14.2000,3,09-10-2003,M,12-03-2009,1,kSagzLwX5B
5157,Gena Frazier,Gena ,Frazier,19.5300,46.5900,12.1300,2,11-25-2000,F,12-03-2009,0,gItNGGhb2g
5158,Tracy Beltran,Tracy ,Beltran,19.6400,29.7600,14.2100,1,12-26-2000,M,12-03-2009,1,kIvMtebA68
5159,Ester Armstrong,Ester ,Armstrong,16.4700,25.3000,34.5600,2,10-06-2004,F,12-03-2009,1,8vhFVvyK3X
5160,Teresa Tanner,Teresa ,Tanner,24.3800,27.3600,41.3600,0,09-20-2003,F,12-03-2009,1,6o1DhUKKJE
5161,Bertie Cherry,Bertie ,Cherry,12.6900,31.7800,17.5800,1,10-08-2005,F,12-03-2009,0,8IFLh83FdZ
5162,Ernestine Garrett,Ernestine ,Garrett,11.2100,33.0000,40.5200,4,11-22-2001,F,12-03-2009,0,Zjan6q3Onz
5163,Claire Byrd,Claire ,Byrd,11.4100,22.0900,34.8200,2,05-16-2003,F,12-03-2009,0,QGq0raumk8
5164,Christa Middleton,Christa ,Middleton,18.6100,35.6100,12.8400,3,07-08-2008,F,12-03-2009,1,DGtfC7749w
5165,Vivian Olson,Vivian ,Olson,27.9800,43.4100,38.9400,3,04-03-2008,F,12-03-2009,1,x3gni0VKIf
5166,Neva Rivera,Neva ,Rivera,25.7500,48.8600,27.7500,1,11-13-2009,F,12-03-2009,0,Sl0eoWnfH4
5167,Lorene Dodson,Lorene ,Dodson,23.8500,29.6900,27.3400,1,07-19-2001,F,12-03-2009,1,ecywAOaGYZ
5168,Reuben Carey,Reuben ,Carey,17.2800,36.9800,42.3300,3,06-27-2007,M,12-03-2009,0,jIt872oSvu
5169,Suzanne Nash,Suzanne ,Nash,15.9000,62.1700,49.9800,3,09-16-2000,F,12-03-2009,1,hoekZmFqdY
5170,Thad Woodard,Thad ,Woodard,17.3600,39.5900,37.4100,2,01-26-2003,M,12-03-2009,1,lnWmVfBGAg
5171,Ericka Christensen,Ericka ,Christensen,10.4000,34.6700,6.1900,3,08-07-2006,F,12-03-2009,1,uFGcE0OE6w
5172,Lonnie Vazquez,Lonnie ,Vazquez,10.7800,25.8500,11.7000,2,04-30-2009,M,12-03-2009,0,LXLL2wwckh
5173,Clifford Mckee,Clifford ,Mckee,25.8400,13.0800,15.9900,3,11-11-2003,M,12-03-2009,0,pHkZnTMVRR
5174,Frankie Andrews,Frankie ,Andrews,12.9600,29.1300,9.4200,1,01-10-2004,F,12-03-2009,1,LxVFUM8kt6
5176,Everett Lawson,Everett ,Lawson,15.8500,42.6200,17.3900,3,01-18-2006,M,12-03-2009,1,Kz0jfcpA70
5177,Avery Wong,Avery ,Wong,13.8200,40.7000,42.0400,2,10-13-2002,M,12-03-2009,1,2Ia2SYB20a
5178,Rita Moses,Rita ,Moses,27.8700,39.0700,27.6300,3,04-10-2006,F,12-03-2009,1,2JlzWxO6TS
5179,Monique Phelps,Monique ,Phelps,11.9200,66.8200,8.2200,0,08-09-2009,F,12-03-2009,0,k3GNdMC1tD
5180,Terry Chapman,Terry ,Chapman,20.1500,29.5800,6.4000,1,01-07-2001,M,12-03-2009,1,0IiBV9J6ne
5181,Earl Hale,Earl ,Hale,19.4400,10.3300,21.8300,3,03-10-2009,M,12-03-2009,0,jZqyOdEmUz
5182,Ruth Wang,Ruth ,Wang,24.5200,51.7200,3.2700,1,05-09-2008,F,12-03-2009,1,uVVRlB4R9n
5183,August Buchanan,August ,Buchanan,19.8700,27.2400,39.8300,1,10-25-2008,M,12-03-2009,1,8WQgCh8K1P
5184,Angelina Sawyer,Angelina ,Sawyer,12.4100,16.2700,8.9700,3,03-10-2007,F,12-03-2009,0,ZujcdssdTi
5185,Rebekah Cline,Rebekah ,Cline,14.8500,36.0200,36.9400,4,10-09-2006,F,12-03-2009,1,rR1lvjvjM4
5186,Shelley Ramirez,Shelley ,Ramirez,13.5300,68.7800,5.2100,2,10-29-2008,F,12-03-2009,0,5ds82hWrAD
5187,Jacquelyn Olson,Jacquelyn ,Olson,15.5600,19.0400,23.2600,4,05-10-2009,F,12-03-2009,1,GrjiZD3m7u
5188,Wesley Lowe,Wesley ,Lowe,29.7200,58.8500,29.0700,4,12-18-2007,M,12-03-2009,1,N94cBr8ODd
5189,Les Byrd,Les ,Byrd,17.3300,43.0400,37.7200,1,07-26-2009,M,12-03-2009,0,bCJgEEgi1b
5190,Jenifer Kelly,Jenifer ,Kelly,18.2000,28.6700,44.3300,2,05-20-2007,F,12-03-2009,0,RfoQYFg6Gq
5191,Sebastian Travis,Sebastian ,Travis,28.7100,49.9500,9.1500,4,12-18-1999,M,12-03-2009,0,KnIgCVLSXp
5192,Stuart Knapp,Stuart ,Knapp,12.7400,32.8800,22.3400,3,03-06-2000,M,12-03-2009,1,22DtcNs0LK
5193,Cheryl Sampson,Cheryl ,Sampson,13.2700,50.0100,45.2500,2,03-19-2007,F,12-03-2009,1,R1MY4y8VIc
5194,Shanna Hicks,Shanna ,Hicks,10.5000,58.6500,42.1400,2,11-21-2000,F,12-03-2009,0,eSpvBnzSog
5195,Marianne Frazier,Marianne ,Frazier,19.5500,24.9700,17.0700,2,04-03-2008,F,12-03-2009,0,3Mr87mxrXb
5196,Sue Lambert,Sue ,Lambert,11.2100,42.6600,9.2100,1,02-22-2000,F,12-03-2009,0,WXGpQZdPTk
5197,Sheri Melton,Sheri ,Melton,17.1900,44.1900,40.5000,3,10-31-2005,F,12-03-2009,1,TX2TN44Jyc
5198,Dolly Berg,Dolly ,Berg,17.0700,34.0800,23.1000,1,10-28-2000,F,12-03-2009,0,QHxDsdaXsI
5199,Romeo Schultz,Romeo ,Schultz,18.8600,59.8900,22.0700,4,05-03-2000,M,12-03-2009,0,AJuqZ0wE8i
5200,Al Everett,Al ,Everett,17.5400,48.7100,1.9600,0,10-13-2004,M,12-03-2009,0,z5sBlESGvz
5201,Hope Reid,Hope ,Reid,10.9200,46.0500,30.9400,3,03-09-2006,F,12-03-2009,0,hi7KRLHLVO
5202,Stacy Mckenzie,Stacy ,Mckenzie,29.9000,27.5000,23.1200,1,09-24-2002,M,12-03-2009,1,8T3Z3B97Xq
5203,Vickie Conley,Vickie ,Conley,21.0400,32.2800,9.9900,2,08-07-2007,F,12-03-2009,1,BI4rMDf7e3
5204,Kristin Trujillo,Kristin ,Trujillo,10.0300,47.1300,28.9500,1,03-11-2006,F,12-03-2009,1,HLxqnfmKXH
5205,Trudy Holmes,Trudy ,Holmes,18.6100,40.6600,46.0100,2,02-19-2007,F,12-03-2009,1,WDUd0waKOg
5206,Lacy Sutton,Lacy ,Sutton,16.8700,33.9500,35.6700,2,02-07-2004,F,12-03-2009,1,eAM3mf6Q65
5207,Luisa Blanchard,Luisa ,Blanchard,21.4700,52.9100,48.8100,0,02-11-2007,F,12-03-2009,1,R8CJFQDzcA
5208,Sonja Strickland,Sonja ,Strickland,10.6900,34.3300,48.3200,4,03-29-2003,F,12-03-2009,1,P4tqafnrc4
5209,Kenny Scott,Kenny ,Scott,13.4300,23.1400,28.8500,2,08-29-2000,M,12-03-2009,1,n9l4z9cgFr
5210,Brooks Macdonald,Brooks ,Macdonald,17.8000,28.4800,32.1300,3,10-17-2003,M,12-03-2009,1,6euKdC0Khw
